Date,Open,High,Low,Close,Adj Close,Volume
2019-02-20,132.657745,133.116638,131.185471,131.931168,103.633614,3976892
2019-02-21,131.759079,132.265778,131.309753,131.778198,103.513451,3072416
2019-02-22,132.629059,133.250473,132.342255,133.126190,104.572342,3256930
2019-02-25,133.843216,134.292542,133.193115,133.326965,104.730042,3341133
2019-02-26,133.527725,134.311661,133.336517,133.575531,104.925293,3201178
2019-02-27,133.126190,133.432129,132.313583,133.049713,104.512238,2647321
2019-02-28,132.667297,132.944550,131.663483,132.055450,103.731262,3616859
2019-03-01,133.183563,133.881454,132.543015,133.078400,104.534790,3169380
2019-03-04,133.833649,133.919693,131.137665,132.342255,103.956543,3563617
2019-03-05,132.284897,132.638626,131.510513,131.816437,103.543495,4445814
2019-03-06,132.045883,132.304016,130.707458,130.956024,102.867630,2895642
2019-03-07,130.602295,130.869980,128.709366,129.407272,101.651062,4559305
2019-03-08,128.307846,129.292542,127.705544,129.149139,101.448303,3947186
2019-03-11,130.047806,131.673035,129.866150,131.653915,103.415840,4120508
2019-03-12,132.428299,133.556412,131.797318,132.198853,103.843880,4136616
2019-03-13,131.978973,133.193115,131.787766,132.466537,104.054184,3319167
2019-03-14,132.418732,132.829834,131.988525,132.686417,104.226868,2864576
2019-03-15,133.240921,134.158707,133.107071,133.298279,104.707504,7482770
2019-03-18,133.680695,134.196945,132.619507,134.043976,105.293266,3418851
2019-03-19,134.761002,135.468445,133.843216,134.311661,105.503525,3642486
2019-03-20,134.349899,134.512421,132.868073,133.460800,104.835175,3817377
2019-03-21,132.982788,135.869980,132.772461,135.219879,106.216965,3771248
2019-03-22,134.770554,135.219879,132.791580,133.317398,104.722527,4055551
2019-03-25,132.944550,133.757172,132.265778,133.059280,104.519768,2970431
2019-03-26,133.776291,134.818359,133.288712,134.053543,105.300781,2671170
2019-03-27,134.235184,134.311661,132.313583,133.116638,104.564835,3240717
2019-03-28,133.757172,134.263855,132.982788,133.766724,105.075470,2786439
2019-03-29,134.321228,135.009567,133.986618,134.894836,105.961617,3244064
2019-04-01,135.286804,137.103256,135.286804,136.998093,107.613762,4167578
2019-04-02,137.045883,137.619507,136.328873,136.711288,107.388496,2515421
2019-04-03,137.332703,137.877625,136.720840,137.313583,107.861580,2804535
2019-04-04,137.304016,137.801147,136.271515,136.500961,107.223274,2898571
2019-04-05,136.988525,137.189301,136.195023,136.978973,107.598732,2857463
2019-04-08,136.730408,137.112808,136.587006,137.084137,107.681328,2215637
2019-04-09,136.386230,136.663483,135.602295,135.860428,106.720100,3178271
2019-04-10,135.946457,137.189301,135.736145,136.730408,107.403473,2801188
2019-04-11,137.476105,137.772461,136.739960,137.456985,107.974228,3077332
2019-04-12,137.915863,138.087952,137.380493,138.001907,108.402267,3032249
2019-04-15,138.049713,138.107071,136.969406,137.571701,108.064339,3768947
2019-04-16,138.049713,138.996170,137.686417,138.757172,108.995537,6591578
2019-04-17,131.328873,135.736145,130.267685,132.992355,104.467216,13101882
2019-04-18,132.887192,134.311661,132.600388,134.158707,105.383385,5188160
2019-04-22,133.288712,134.378586,132.390060,132.782028,104.301971,4700724
2019-04-23,133.030594,134.722748,132.829834,134.263855,105.465996,4667461
2019-04-24,134.416824,135.095596,133.632889,133.795410,105.098022,2902545
2019-04-25,133.556412,133.604202,131.653915,132.533463,104.106720,3043965
2019-04-26,133.212234,133.738052,132.705551,133.307846,104.715027,2426511
2019-04-29,133.030594,133.489487,132.705551,132.934998,104.422142,3094382
2019-04-30,132.992355,134.263855,132.581268,134.101334,105.338318,4852185
