Date,Open,High,Low,Close,Adj Close,Volume
2019-01-10,114.799232,116.500954,114.674950,116.434036,91.231300,4089860
2019-01-11,116.233269,116.271507,114.913956,116.118546,90.984093,3893630
2019-01-14,115.210327,115.344170,114.493309,115.095604,90.182587,5469220
2019-01-15,115.640533,116.567879,115.506691,116.376671,91.186363,3668845
2019-01-16,116.233269,116.634796,115.516251,116.271507,91.103958,4017791
2019-01-17,115.258125,117.026772,115.248566,116.816444,91.530937,5261275
2019-01-18,117.848946,119.235184,117.313576,118.374763,92.751961,6284891
2019-01-22,117.877632,118.355644,116.195030,117.131927,91.778137,10514810
2019-01-23,125.592735,129.063095,124.579353,127.045891,99.546165,23078630
2019-01-24,126.797325,127.351814,125.650093,126.701721,99.276497,6613753
2019-01-25,127.026772,128.527725,126.606117,128.078400,100.355194,5969940
2019-01-28,127.246651,128.881454,126.749519,128.365204,100.579910,5604154
2019-01-29,128.384323,129.455063,127.724663,128.422562,100.624863,5268807
2019-01-30,128.107071,129.091782,127.390060,128.470367,100.662315,4707941
2019-01-31,128.537292,128.795410,127.858505,128.508606,100.692291,5108664
2019-02-01,129.034424,129.254303,127.485657,128.202682,100.452568,3981076
2019-02-04,128.126190,129.254303,127.141495,129.244736,101.269081,4149064
2019-02-05,129.330780,129.847031,128.986618,129.588913,101.538734,5647249
2019-02-06,129.273422,130.640533,129.225616,130.325043,102.115524,5104166
2019-02-07,127.676865,128.556412,126.309753,127.332695,100.933350,4580852
2019-02-08,126.520073,127.829826,126.376671,127.829826,101.327400,3399291
2019-02-11,128.384323,129.206497,128.021027,128.097519,101.539597,3237475
2019-02-12,129.206497,130.210327,128.929260,130.066925,103.100700,3469791
2019-02-13,130.898666,131.854691,130.411087,131.472275,104.214691,4448638
2019-02-14,131.137665,131.548752,130.219879,130.478012,103.426559,2917712
2019-02-15,131.529633,132.112808,131.347992,131.959854,104.601173,4020929
2019-02-19,131.749527,132.600388,131.319305,132.600388,105.108917,3541442
2019-02-20,132.657745,133.116638,131.185471,131.931168,104.578461,3976892
2019-02-21,131.759079,132.265778,131.309753,131.778198,104.457176,3072416
2019-02-22,132.629059,133.250473,132.342255,133.126190,105.525711,3256930
2019-02-25,133.843216,134.292542,133.193115,133.326965,105.684837,3341133
2019-02-26,133.527725,134.311661,133.336517,133.575531,105.881897,3201178
2019-02-27,133.126190,133.432129,132.313583,133.049713,105.465080,2647321
2019-02-28,132.667297,132.944550,131.663483,132.055450,104.676949,3616859
2019-03-01,133.183563,133.881454,132.543015,133.078400,105.487808,3169380
2019-03-04,133.833649,133.919693,131.137665,132.342255,104.904305,3563617
2019-03-05,132.284897,132.638626,131.510513,131.816437,104.487473,4445814
2019-03-06,132.045883,132.304016,130.707458,130.956024,103.805458,2895642
2019-03-07,130.602295,130.869980,128.709366,129.407272,102.577827,4559305
2019-03-08,128.307846,129.292542,127.705544,129.149139,102.373184,3947186
2019-03-11,130.047806,131.673035,129.866150,131.653915,104.358650,4120508
2019-03-12,132.428299,133.556412,131.797318,132.198853,104.790627,4136616
2019-03-13,131.978973,133.193115,131.787766,132.466537,105.002823,3319167
2019-03-14,132.418732,132.829834,131.988525,132.686417,105.177109,2864576
2019-03-15,133.240921,134.158707,133.107071,133.298279,105.662125,7482770
2019-03-18,133.680695,134.196945,132.619507,134.043976,106.253197,3418851
2019-03-19,134.761002,135.468445,133.843216,134.311661,106.465393,3642486
2019-03-20,134.349899,134.512421,132.868073,133.460800,105.790939,3817377
2019-03-21,132.982788,135.869980,132.772461,135.219879,107.185333,3771248
2019-03-22,134.770554,135.219879,132.791580,133.317398,105.677277,4055551
2019-03-25,132.944550,133.757172,132.265778,133.059280,105.472664,2970431
2019-03-26,133.776291,134.818359,133.288712,134.053543,106.260796,2671170
2019-03-27,134.235184,134.311661,132.313583,133.116638,105.518135,3240717
2019-03-28,133.757172,134.263855,132.982788,133.766724,106.033440,2786439
2019-03-29,134.321228,135.009567,133.986618,134.894836,106.927650,3244064
2019-04-01,135.286804,137.103256,135.286804,136.998093,108.594864,4167578
2019-04-02,137.045883,137.619507,136.328873,136.711288,108.367516,2515421
2019-04-03,137.332703,137.877625,136.720840,137.313583,108.844940,2804535
2019-04-04,137.304016,137.801147,136.271515,136.500961,108.200806,2898571
2019-04-05,136.988525,137.189301,136.195023,136.978973,108.579712,2857463
2019-04-08,136.730408,137.112808,136.587006,137.084137,108.663063,2215637
2019-04-09,136.386230,136.663483,135.602295,135.860428,107.693077,3178271
2019-04-10,135.946457,137.189301,135.736145,136.730408,108.382660,2801188
2019-04-11,137.476105,137.772461,136.739960,137.456985,108.958611,3077332
2019-04-12,137.915863,138.087952,137.380493,138.001907,109.390549,3032249
2019-04-15,138.049713,138.107071,136.969406,137.571701,109.049545,3768947
2019-04-16,138.049713,138.996170,137.686417,138.757172,109.989212,6591578
2019-04-17,131.328873,135.736145,130.267685,132.992355,105.419617,13101882
2019-04-18,132.887192,134.311661,132.600388,134.158707,106.344154,5188160
2019-04-22,133.288712,134.378586,132.390060,132.782028,105.252907,4700724
2019-04-23,133.030594,134.722748,132.829834,134.263855,106.427498,4667461
2019-04-24,134.416824,135.095596,133.632889,133.795410,106.056175,2902545
2019-04-25,133.556412,133.604202,131.653915,132.533463,105.055847,3043965
2019-04-26,133.212234,133.738052,132.705551,133.307846,105.669693,2426511
2019-04-29,133.030594,133.489487,132.705551,132.934998,105.374153,3094382
2019-04-30,132.992355,134.263855,132.581268,134.101334,106.298676,4852185
2019-05-01,134.369019,135.573608,134.005737,134.378586,106.518440,3194170
2019-05-02,134.321228,135.066925,133.279160,133.451248,105.783356,3704304
2019-05-03,133.556412,134.799240,133.489487,134.082214,106.283524,2698575
2019-05-06,132.217972,134.502869,131.835571,134.206497,106.382034,2921792
2019-05-07,133.030594,133.374756,130.200760,131.587006,104.305618,4944233
2019-05-08,131.711288,132.600388,131.099426,131.931168,104.578461,3994569
2019-05-09,128.957932,129.617584,127.179733,129.388138,103.780937,4385564
2019-05-10,128.948380,129.780121,126.596558,129.369019,103.765594,4160570
2019-05-13,127.418739,127.695984,125.200768,125.640533,100.775032,5186068
2019-05-14,126.022942,128.412994,125.889099,127.447418,102.224304,3431298
2019-05-15,126.759079,128.671127,126.548759,128.489487,103.060143,2668346
2019-05-16,128.814529,130.124283,128.718933,129.904404,104.195030,3156096
2019-05-17,128.757172,129.455063,128.049713,128.412994,102.998795,2739579
2019-05-20,127.657745,129.474182,127.084129,129.177826,103.612259,3414667
2019-05-21,130.133850,131.032501,129.818359,130.449326,104.632103,2618661
2019-05-22,130.019119,130.736145,129.741867,130.353729,104.555435,1934891
2019-05-23,129.187378,129.187378,124.703636,126.567879,101.518837,5589196
2019-05-24,127.657745,128.346085,125.803062,126.462715,101.434479,2715521
2019-05-28,126.319313,126.806885,124.541107,124.722755,100.038887,5134605
2019-05-29,124.282982,124.550667,122.676865,123.986618,99.448433,3848234
2019-05-30,124.034416,124.254303,123.260040,123.871895,99.356422,2868027
2019-05-31,122.791588,122.791588,121.271507,121.405357,97.378029,3702108
2019-06-03,121.510513,122.906311,121.472275,122.629066,98.359558,4463177
2019-06-04,123.862335,126.902489,123.413002,126.854683,101.748894,4093521
2019-06-05,127.514343,127.734222,124.732315,125.707458,100.828712,3306720
2019-06-06,126.376671,126.816444,125.143402,126.405357,101.388489,2403917
2019-06-07,126.644356,128.795410,126.395790,127.447418,102.224304,2670856
2019-06-10,128.470367,129.397705,128.021027,128.814529,103.320847,3045220
2019-06-11,129.369019,130.458893,129.110901,129.971313,104.248695,3564036
2019-06-12,129.598465,129.961761,128.499039,128.938812,103.420547,2358416
2019-06-13,129.187378,130.277252,129.149139,129.789673,104.103012,3091244
2019-06-14,129.483749,129.904404,128.518158,129.206497,103.635246,2294192
2019-06-17,129.435944,130.047806,128.776291,129.015289,103.481873,2295029
2019-06-18,129.254303,131.156784,129.254303,130.382416,104.578445,3048776
2019-06-19,130.430206,132.275330,130.248566,131.051620,105.115189,2491990
2019-06-20,132.820267,133.403442,132.122375,132.743790,106.472481,3212266
2019-06-21,132.351822,133.403442,132.304016,133.078400,106.740860,5531980
2019-06-24,133.078400,133.986618,132.934998,133.221802,106.855896,2286556
2019-06-25,133.326965,133.412994,132.055450,132.275330,106.096741,2930055
2019-06-26,132.762909,133.537292,132.323135,132.428299,106.219429,2389692
2019-06-27,132.619507,133.173996,131.883362,132.428299,106.219429,2248691
2019-06-28,132.476105,133.021027,131.778198,131.835571,105.744003,6436979
2019-07-01,133.460800,135.267685,133.154877,133.728485,107.262291,3533074
2019-07-02,133.604202,134.254303,133.336517,134.053543,107.523026,2520546
2019-07-03,134.531555,135.583176,134.254303,135.315491,108.535217,2019198
2019-07-05,134.674957,135.267685,133.757172,135.162521,108.412521,2232896
2019-07-08,134.847031,135.076477,134.101334,134.388138,107.791382,2505484
2019-07-09,134.426392,134.789673,133.011475,133.202682,106.840546,3519999
2019-07-10,133.843216,135.669220,133.642441,134.292542,107.714714,2629539
2019-07-11,134.598465,135.353729,134.130020,135.028687,108.305191,2231013
2019-07-12,135.678772,136.634796,135.430206,136.462708,109.455391,2914365
2019-07-15,136.606125,137.198853,135.869980,137.017212,109.900162,2477242
2019-07-16,136.873810,137.705551,136.730408,137.217972,110.061188,3634536
2019-07-17,137.294449,137.476105,135.707458,136.778198,109.708420,6343258
2019-07-18,136.233276,143.699814,135.946457,143.049713,114.738770,13276460
2019-07-19,143.365204,144.913956,142.973236,143.097519,114.777077,7626072
2019-07-22,143.556412,145.258133,143.116638,143.154877,114.823120,4280860
2019-07-23,143.948380,144.091782,141.854691,143.766724,115.313850,3914341
2019-07-24,143.518158,144.789673,142.638626,143.432129,115.045479,3088210
2019-07-25,143.231354,143.996170,142.074570,143.776291,115.321564,3244797
2019-07-26,144.359467,144.751434,143.499039,144.703629,116.065353,3037898
2019-07-29,144.464630,144.818359,143.709366,144.244736,115.697273,2170973
2019-07-30,143.403442,143.785858,142.657745,143.183563,114.846123,2753804
2019-07-31,143.116638,143.575531,139.952194,141.720840,113.672897,3894153
2019-08-01,142.351822,146.099426,141.969406,143.709366,115.267853,6635824
2019-08-02,142.476105,146.223709,139.187378,140.774384,112.913750,8474378
2019-08-05,138.604202,138.718933,133.030594,134.569794,107.937088,7442185
2019-08-06,135.783936,136.204590,133.183563,134.541107,107.914078,5303952
2019-08-07,132.638626,133.441681,130.411087,132.992355,106.671852,6204767
2019-08-08,132.361374,134.244736,131.701721,133.938812,108.696815,5503111
2019-08-09,133.145309,133.183563,129.397705,130.143402,105.616684,5485852
2019-08-12,129.694077,129.894836,127.323135,127.791588,103.708092,4271759
2019-08-13,127.915871,130.564056,126.969406,129.818359,105.352905,4730117
2019-08-14,128.021027,128.260040,125.219887,125.478012,101.830521,5349453
2019-08-15,125.449333,126.548759,124.521988,126.118546,102.350342,3910889
2019-08-16,127.189293,128.671127,127.103249,127.877632,103.777924,3150552
2019-08-19,128.948380,130.334610,128.948380,129.101334,104.770996,3310695
2019-08-20,129.292542,129.330780,126.969406,127.151054,103.188271,3157456
2019-08-21,129.024857,129.961761,127.915871,128.346085,104.158096,2934762
2019-08-22,128.766724,129.713196,127.925430,128.412994,104.212387,2818865
2019-08-23,127.753349,128.355637,123.164436,123.871895,100.527092,5040046
2019-08-26,125.286804,125.525810,123.479927,124.273422,100.852943,2964259
2019-08-27,125.430206,125.908218,124.579353,125.401527,101.768448,4945488
2019-08-28,124.703636,127.045891,124.321220,126.921608,103.002052,2838426
2019-08-29,128.279160,129.722748,128.145309,128.948380,104.646873,3108503
2019-08-30,129.617584,130.086044,128.451248,129.569794,105.151184,3096788
2019-09-03,128.919693,128.967499,127.466537,128.202682,104.041718,2957983
2019-09-04,129.741867,130.430206,129.206497,130.325043,105.764076,2351303
2019-09-05,132.217972,135.468445,131.978973,134.770554,109.371803,5242134
2019-09-06,135.296371,135.305923,134.282990,134.388138,109.061455,2695333
2019-09-09,134.407272,136.730408,134.282990,136.328873,110.636436,4421024
2019-09-10,136.711288,139.063095,136.673035,138.671127,112.537270,5208766
2019-09-11,138.479919,138.738052,136.434036,137.284897,111.412292,4047706
2019-09-12,137.695984,137.705551,135.640533,137.304016,111.427811,2620648
2019-09-13,137.973236,138.288712,136.959854,137.351822,111.466621,2308104
2019-09-16,136.290634,137.323135,136.013382,136.214142,110.543350,2017211
