Date,Open,High,Low,Close,Adj Close,Volume
2022-02-22,124.199997,125.000000,122.680000,123.919998,112.804794,5349700
2022-02-23,124.379997,124.699997,121.870003,122.070000,111.120743,4086400
2022-02-24,120.000000,122.099998,118.809998,121.970001,111.029716,6563200
2022-02-25,122.050003,124.260002,121.449997,124.180000,113.041489,4460900
2022-02-28,122.209999,123.389999,121.040001,122.510002,111.521278,6757300
2022-03-01,122.669998,123.389999,120.699997,121.349998,110.465332,4873300
2022-03-02,122.589996,124.639999,121.800003,123.860001,112.750183,4891400
2022-03-03,124.959999,126.669998,124.239998,125.930000,114.634521,5206600
2022-03-04,124.400002,127.349998,124.209999,126.620003,115.262634,4402400
2022-03-07,126.470001,127.910004,125.620003,126.070000,114.761963,5047400
2022-03-08,126.620003,128.350006,124.820000,125.680000,114.406944,4887600
2022-03-09,127.410004,128.100006,125.910004,126.220001,114.898506,4403500
2022-03-10,125.750000,126.029999,123.129997,124.349998,113.196228,5326800
2022-03-11,125.000000,126.769997,123.910004,123.959999,112.841217,4119600
2022-03-14,124.449997,125.160004,122.690002,123.940002,112.823013,3289200
2022-03-15,124.000000,125.940002,123.220001,125.639999,114.370529,4021200
2022-03-16,126.500000,127.279999,124.709999,127.040001,115.644958,4292800
2022-03-17,127.099998,128.289993,126.529999,127.959999,116.482430,3671900
2022-03-18,127.379997,128.929993,126.370003,128.759995,117.210670,7466000
2022-03-21,129.000000,129.740005,127.400002,128.100006,116.609879,3384600
2022-03-22,128.500000,129.300003,127.849998,129.059998,117.483757,2690200
2022-03-23,129.080002,129.320007,128.250000,128.300003,116.791946,2924500
2022-03-24,128.330002,129.369995,127.800003,129.250000,117.656723,2971100
2022-03-25,129.500000,131.399994,129.309998,131.350006,119.568367,3530200
2022-03-28,130.820007,131.500000,129.600006,131.470001,119.677589,2483500
2022-03-29,132.039993,132.839996,130.429993,131.940002,120.105438,5791000
2022-03-30,132.009995,133.080002,131.389999,132.130005,120.278389,2622900
2022-03-31,130.720001,131.880005,130.000000,130.020004,118.357658,4274000
2022-04-01,129.660004,130.270004,128.059998,130.149994,118.475983,4012400
2022-04-04,130.259995,130.449997,128.929993,130.270004,118.585243,2809800
2022-04-05,129.850006,131.229996,128.660004,128.889999,117.329010,3107200
2022-04-06,127.779999,129.509995,127.250000,129.389999,117.784164,3958100
2022-04-07,128.869995,129.250000,126.730003,128.550003,117.019516,3538300
2022-04-08,128.009995,128.779999,127.269997,127.730003,116.273056,3143300
2022-04-11,127.949997,128.179993,126.180000,126.370003,115.035049,3202500
2022-04-12,126.419998,127.339996,125.580002,125.980003,114.680038,2691000
2022-04-13,125.639999,126.669998,124.910004,126.139999,114.825684,3064900
2022-04-14,128.929993,130.580002,126.379997,126.559998,115.208000,6384200
2022-04-18,126.599998,127.389999,125.529999,126.169998,114.852989,4884200
2022-04-19,126.080002,129.399994,126.000000,129.149994,117.565689,7971400
2022-04-20,135.000000,139.559998,133.380005,138.320007,125.913177,17859200
2022-04-21,138.229996,141.880005,137.350006,139.850006,127.305939,9922300
2022-04-22,139.699997,140.440002,137.350006,138.250000,125.849442,6508600
2022-04-25,137.589996,139.649994,135.190002,139.100006,126.623207,5748300
2022-04-26,139.000000,139.869995,136.169998,136.190002,123.974236,4956200
2022-04-27,135.779999,137.119995,134.630005,135.059998,122.945587,4369100
2022-04-28,136.850006,136.990005,134.809998,135.740005,123.564598,4474300
2022-04-29,135.130005,135.550003,132.000000,132.210007,120.351219,5078700
2022-05-02,133.000000,133.770004,130.889999,133.039993,121.106750,4213500
2022-05-03,133.000000,133.600006,131.990005,132.520004,120.633415,3688600
2022-05-04,132.869995,137.869995,132.139999,137.399994,125.075699,5932600
2022-05-05,136.460007,137.259995,134.759995,135.919998,123.728439,5957400
2022-05-06,135.470001,137.990005,135.470001,137.669998,125.321480,7306400
2022-05-09,134.410004,136.350006,133.320007,134.440002,123.865746,7647900
2022-05-10,135.000000,135.410004,128.429993,129.130005,118.973404,8642400
2022-05-11,129.860001,132.960007,129.860001,130.750000,120.465988,5301100
2022-05-12,131.270004,133.619995,130.410004,132.899994,122.446884,5384800
2022-05-13,133.000000,133.800003,131.050003,133.600006,123.091827,4195100
2022-05-16,133.100006,136.509995,132.410004,135.029999,124.409317,4250400
2022-05-17,137.190002,138.369995,135.639999,138.369995,127.486641,4372900
2022-05-18,137.100006,137.619995,132.169998,132.940002,122.483742,6003000
2022-05-19,132.000000,132.320007,128.710007,129.660004,119.461716,5819700
2022-05-20,130.179993,130.369995,125.800003,128.479996,118.374527,6914500
2022-05-23,129.500000,131.949997,129.419998,131.169998,120.852951,3591500
2022-05-24,130.570007,134.369995,130.419998,133.800003,123.276108,4189700
2022-05-25,132.860001,134.820007,132.860001,134.389999,123.819695,3299300
2022-05-26,135.000000,137.550003,134.520004,136.889999,126.123047,3929300
2022-05-27,137.389999,139.740005,137.240005,139.270004,128.315857,4608000
2022-05-31,138.199997,139.830002,136.809998,138.839996,127.919678,7978100
2022-06-01,139.669998,140.470001,138.520004,139.429993,128.463257,3796500
2022-06-02,139.449997,140.289993,136.850006,140.149994,129.126617,3734800
2022-06-03,140.259995,142.580002,139.740005,141.179993,130.075607,4352200
2022-06-06,142.979996,144.729996,142.000000,142.880005,131.641922,4766900
2022-06-07,142.600006,142.979996,140.960007,142.779999,131.549789,2887100
2022-06-08,142.070007,142.800003,140.149994,140.830002,129.753159,3005700
2022-06-09,140.149994,141.039993,137.929993,137.960007,127.108894,3591000
2022-06-10,137.800003,137.800003,135.250000,136.190002,125.478119,4659500
2022-06-13,133.970001,137.570007,133.759995,135.110001,124.483063,6486000
2022-06-14,135.000000,136.949997,134.860001,135.720001,125.045074,4607800
2022-06-15,136.009995,138.449997,135.580002,137.059998,126.279686,4606900
2022-06-16,135.300003,136.240005,134.389999,135.669998,124.999001,5386400
2022-06-17,135.990005,136.979996,132.850006,135.020004,124.400131,12968500
2022-06-21,135.899994,138.500000,135.899994,137.850006,127.007553,4089300
2022-06-22,136.100006,138.179993,136.029999,137.080002,126.298103,3791500
2022-06-23,137.139999,138.619995,136.500000,138.440002,127.551125,4547900
2022-06-24,139.199997,142.369995,139.130005,142.059998,130.886414,11493000
2022-06-27,142.259995,143.830002,141.949997,142.800003,131.568207,3936000
2022-06-28,142.919998,144.160004,141.320007,141.860001,130.702133,4064800
2022-06-29,142.740005,143.520004,139.500000,140.710007,129.642578,4161500
2022-06-30,139.580002,142.460007,139.279999,141.190002,130.084854,4878000
2022-07-01,141.000000,141.669998,139.259995,141.119995,130.020340,4011900
2022-07-05,139.970001,139.970001,135.270004,137.619995,126.795616,6273400
2022-07-06,138.000000,139.139999,137.130005,138.080002,127.219444,3237000
2022-07-07,138.910004,141.320007,138.830002,140.830002,129.753159,3897100
2022-07-08,140.759995,141.320007,139.820007,140.470001,129.421463,2820800
2022-07-11,140.619995,141.869995,140.130005,141.000000,129.909775,3904700
2022-07-12,140.839996,141.550003,138.570007,139.179993,128.232910,3235400
2022-07-13,137.179993,138.899994,136.800003,137.179993,126.390244,4123200
2022-07-14,135.600006,139.429993,135.020004,139.059998,128.122391,5298400
2022-07-15,140.679993,140.679993,138.610001,139.919998,128.914734,4519300
2022-07-18,140.149994,140.309998,137.779999,138.130005,127.265526,8231700
2022-07-19,131.580002,132.559998,127.720001,130.880005,120.585770,29690500
2022-07-20,130.699997,130.720001,128.059998,129.179993,119.019463,9882000
2022-07-21,128.750000,128.809998,125.129997,127.150002,117.149147,11975400
2022-07-22,127.029999,128.320007,125.709999,128.250000,118.162613,6467200
2022-07-25,128.440002,129.130005,127.900002,128.539993,118.429810,4702400
2022-07-26,128.259995,129.300003,127.629997,128.080002,118.006004,3645300
2022-07-27,127.970001,129.429993,127.580002,129.119995,118.964188,4175600
2022-07-28,128.750000,129.809998,128.610001,129.220001,119.056335,3913700
2022-07-29,129.520004,131.000000,129.309998,130.789993,120.502831,5786800
2022-08-01,130.750000,132.699997,130.699997,132.039993,121.654518,4142100
2022-08-02,132.199997,132.779999,130.509995,131.809998,121.442619,4403600
2022-08-03,131.820007,132.860001,131.320007,132.339996,121.930908,3088500
2022-08-04,132.149994,132.289993,131.020004,131.639999,121.285980,3179800
2022-08-05,131.250000,132.669998,131.070007,132.479996,122.059914,2586500
2022-08-08,133.100006,133.350006,132.020004,132.610001,122.179688,3821200
2022-08-09,129.919998,130.789993,129.119995,129.470001,120.789589,3496000
2022-08-10,130.750000,131.779999,130.339996,131.500000,122.683487,3664000
